sim,champion,final4
478,Illinois,Nebraska|UConn|Texas A&M|Illinois
479,Texas Tech,Alabama|Texas Tech|Auburn|North Carolina
480,Florida,Duke|Iowa|Tennessee|Florida
481,Florida,South Fla.|Texas Tech|West Virginia|Florida
482,Florida,Duke|Texas Tech|Tennessee|Florida
483,Florida,Purdue|Texas Tech|Louisville|Florida
484,Louisville,Purdue|Michigan|Louisville|McNeese
485,Houston,Houston|Gonzaga|Iowa St.|Illinois
486,Houston,Houston|Vanderbilt|Michigan St.|Santa Clara
487,Purdue,Purdue|Vanderbilt|Iowa St.|Florida
488,Iowa St.,Duke|Saint Mary's (CA)|Iowa St.|Virginia
489,Arizona,Wisconsin|Texas Tech|Arizona|Illinois
490,Duke,Duke|Michigan|Michigan St.|Virginia
491,Duke,Duke|Ohio St.|Arizona|Florida
492,Houston,Houston|UConn|UCLA|Florida
493,Tennessee,Purdue|Texas Tech|Tennessee|Virginia
494,Illinois,Duke|Ohio St.|Arizona|Illinois
495,UConn,Houston|UConn|Michigan St.|NC State
496,St. John's (NY),Duke|Iowa|Arizona|St. John's (NY)
497,Michigan,Houston|Michigan|Louisville|Arkansas
498,South Fla.,South Fla.|Michigan|Michigan St.|Florida
499,Iowa St.,Houston|Michigan|Iowa St.|Arkansas
500,Houston,Houston|UConn|Tennessee|Arkansas
501,Florida,Nebraska|Texas Tech|Louisville|Florida
502,Florida,South Fla.|Michigan|Iowa St.|Florida
503,Duke,Duke|Saint Mary's (CA)|Michigan St.|Florida
504,McNeese,Purdue|Gonzaga|Louisville|McNeese
505,NC State,Duke|Michigan|Utah St.|NC State
506,Saint Mary's (CA),Duke|Saint Mary's (CA)|Michigan St.|Illinois
507,Florida,Saint Louis|UConn|Louisville|Florida
508,UCLA,Houston|Texas Tech|UCLA|Florida
509,Houston,Houston|Vanderbilt|Michigan St.|Illinois
510,St. John's (NY),Houston|Michigan|Tennessee|St. John's (NY)
511,Florida,Georgia|Iowa|Iowa St.|Florida
512,Tennessee,Purdue|Vanderbilt|Tennessee|McNeese
513,South Fla.,South Fla.|Iowa|Iowa St.|Florida
514,Houston,Houston|Vanderbilt|Arizona|Kentucky
515,Illinois,Houston|Iowa|Tennessee|Illinois
516,Houston,Houston|Texas Tech|Arizona|Illinois
517,Duke,Duke|Gonzaga|Arizona|Illinois
518,Virginia,Duke|Michigan|Louisville|Virginia
519,Florida,Purdue|Michigan|Michigan St.|Florida
520,Arizona,Purdue|Iowa|Arizona|Florida
521,Purdue,Purdue|Michigan|Louisville|Illinois
522,Arkansas,Duke|Vanderbilt|Louisville|Arkansas
523,Purdue,Purdue|Vanderbilt|Utah St.|St. John's (NY)
524,Florida,Houston|Saint Mary's (CA)|Michigan St.|Florida
525,Illinois,Wisconsin|Michigan|Tennessee|Illinois
526,Saint Mary's (CA),Duke|Saint Mary's (CA)|Arizona|Illinois
527,Texas Tech,Purdue|Texas Tech|Michigan St.|Virginia
528,Houston,Houston|Vanderbilt|Iowa St.|North Carolina
529,Iowa St.,South Fla.|Gonzaga|Iowa St.|Arkansas
530,Michigan,Duke|Michigan|Iowa St.|Arkansas
531,Duke,Duke|Texas Tech|Michigan St.|Florida
532,Illinois,Alabama|Iowa|Iowa St.|Illinois
533,Florida,Duke|Iowa|Louisville|Florida
534,Illinois,Duke|UConn|Michigan St.|Illinois
535,Iowa St.,Houston|Ohio St.|Iowa St.|Illinois
536,Utah St.,Duke|Iowa|Utah St.|Illinois
537,Florida,Duke|Michigan|Iowa St.|Florida
538,Duke,Duke|Iowa|Tennessee|Santa Clara
539,Houston,Houston|UConn|Iowa St.|Virginia
540,Purdue,Purdue|Vanderbilt|Tennessee|Illinois
541,Michigan,Purdue|Michigan|Iowa St.|North Carolina
542,South Fla.,South Fla.|Ohio St.|Arizona|Cincinnati
543,Arizona,Duke|UConn|Arizona|Arkansas
544,Houston,Houston|UConn|Michigan St.|Illinois
545,Texas Tech,Purdue|Texas Tech|Villanova|Kentucky
546,NC State,SMU|UConn|Tennessee|NC State
547,Arizona,South Fla.|Michigan|Arizona|St. John's (NY)
548,McNeese,Wisconsin|Ohio St.|Iowa St.|McNeese
549,Illinois,Indiana|Ohio St.|Arizona|Illinois
550,Michigan,Nebraska|Michigan|Arizona|Santa Clara
551,Florida,Duke|UConn|Tennessee|Florida
552,Duke,Duke|Gonzaga|UCLA|Florida
553,Purdue,Purdue|Texas Tech|Tennessee|St. John's (NY)
554,Iowa St.,Duke|UConn|Iowa St.|Kentucky
555,Florida,Houston|Michigan|Arizona|Florida
556,Michigan,Houston|Michigan|Iowa St.|Virginia
557,Florida,South Fla.|Vanderbilt|Iowa St.|Florida
558,Iowa St.,Duke|Texas Tech|Iowa St.|Florida
559,Florida,Houston|Texas Tech|Iowa St.|Florida
560,Tennessee,Purdue|UConn|Tennessee|NC State
561,Purdue,Purdue|Saint Mary's (CA)|Arizona|Illinois
562,Texas Tech,SMU|Texas Tech|Iowa St.|Florida
563,Michigan,Houston|Michigan|Michigan St.|Virginia
564,Houston,Houston|Vanderbilt|Louisville|Illinois
565,Texas Tech,Purdue|Texas Tech|Louisville|Virginia
566,Purdue,Purdue|Michigan|Tennessee|Florida
567,Michigan,Houston|Michigan|Arizona|McNeese
568,Florida,Alabama|Texas Tech|Tennessee|Florida
569,Florida,South Fla.|Vanderbilt|Iowa St.|Florida
570,Illinois,Duke|UConn|Iowa St.|Illinois
571,Florida,Duke|Texas Tech|Arizona|Florida
572,Houston,Houston|Michigan|Iowa St.|Illinois
573,Florida,Houston|Iowa|Iowa St.|Florida
574,Florida,Nebraska|Michigan|Tennessee|Florida
575,Iowa St.,Duke|UConn|Iowa St.|NC State
576,Iowa St.,Purdue|Ohio St.|Iowa St.|Virginia
577,Michigan,Houston|Michigan|Arizona|St. John's (NY)
578,Arizona,Indiana|Michigan|Arizona|Virginia
579,Purdue,Purdue|Michigan|Louisville|Virginia
580,Iowa St.,Duke|Michigan|Iowa St.|McNeese
581,Gonzaga,Duke|Gonzaga|Tennessee|Illinois
582,Purdue,Purdue|UConn|Louisville|Illinois
583,Michigan,Houston|Michigan|Tennessee|Kentucky
584,Michigan,Indiana|Michigan|Tennessee|Illinois
585,Illinois,Houston|Saint Mary's (CA)|Iowa St.|Illinois
586,Houston,Houston|Texas Tech|Iowa St.|NC State
587,Nebraska,Nebraska|Texas Tech|Michigan St.|Cincinnati
588,Michigan,Duke|Michigan|Louisville|Illinois
589,Saint Mary's (CA),Wisconsin|Saint Mary's (CA)|Iowa St.|McNeese
590,Illinois,Duke|TCU|Tennessee|Illinois
591,Michigan,Duke|Michigan|Iowa St.|Boise St.
592,Duke,Duke|Vanderbilt|Michigan St.|St. John's (NY)
593,Illinois,Purdue|Vanderbilt|Louisville|Illinois
594,Florida,Alabama|UConn|Arizona|Florida
595,Florida,Purdue|Texas Tech|Iowa St.|Florida
596,Duke,Duke|Texas Tech|Louisville|Illinois
597,Florida,Duke|Iowa|Tennessee|Florida
598,Florida,Duke|Gonzaga|Louisville|Florida
599,Illinois,Houston|Gonzaga|Tennessee|Illinois
600,Houston,Houston|Ohio St.|Tennessee|NC State
601,Duke,Duke|Michigan|Iowa St.|Kentucky
602,Florida,South Fla.|Texas Tech|Michigan St.|Florida
603,Florida,Purdue|Michigan|Louisville|Florida
604,Houston,Houston|Vanderbilt|Tennessee|Virginia
605,Illinois,Akron|Michigan|Iowa St.|Illinois
606,Florida,Alabama|Ohio St.|Iowa St.|Florida
607,Duke,Duke|Texas Tech|Iowa St.|Florida
608,Illinois,Georgia|Texas Tech|Iowa St.|Illinois
609,Iowa,Wisconsin|Iowa|Iowa St.|McNeese
610,Illinois,Duke|Ohio St.|Arizona|Illinois
611,Michigan,Alabama|Michigan|Iowa St.|NC State
612,Iowa,Houston|Iowa|Arizona|Illinois
613,Michigan St.,Georgia|Iowa|Michigan St.|Miami (FL)
614,Oklahoma,Purdue|UConn|Oklahoma|St. John's (NY)
615,Florida,South Fla.|Ohio St.|UCLA|Florida
616,Tennessee,Purdue|Michigan|Tennessee|Florida
617,SMU,SMU|Michigan|Iowa St.|Illinois
618,Arizona,Houston|Vanderbilt|Arizona|Santa Clara
619,Houston,Houston|Texas Tech|Louisville|Florida
620,Duke,Duke|UConn|Iowa St.|Florida
621,Iowa St.,Duke|Vanderbilt|Iowa St.|Illinois
622,Illinois,Alabama|Texas Tech|Iowa St.|Illinois
623,Michigan,Houston|Michigan|Arizona|NC State
624,Indiana,Indiana|UConn|Iowa St.|Cincinnati
625,Duke,Duke|Texas Tech|Iowa St.|Florida
626,Florida,Purdue|Texas Tech|Iowa St.|Florida
627,Purdue,Purdue|Michigan|Baylor|Arkansas
628,Illinois,Duke|UConn|Iowa St.|Illinois
629,Iowa St.,Duke|Iowa|Iowa St.|Santa Clara
630,Vanderbilt,Purdue|Vanderbilt|Louisville|Illinois
631,Duke,Duke|Gonzaga|Tennessee|Illinois
632,Iowa St.,Saint Louis|Texas Tech|Iowa St.|Illinois
633,Florida,Indiana|Saint Mary's (CA)|Louisville|Florida
634,Louisville,Nebraska|Gonzaga|Louisville|Miami (FL)
635,Duke,Duke|Michigan|Iowa St.|Illinois
636,Duke,Duke|Gonzaga|Iowa St.|Illinois
637,Florida,Purdue|Iowa|Tennessee|Florida
638,Illinois,Duke|Michigan|Iowa St.|Illinois
639,Michigan,Kansas|Michigan|Tennessee|Cincinnati
640,Houston,Houston|Gonzaga|Tennessee|Arkansas
641,Houston,Houston|UConn|Iowa St.|Virginia
642,Purdue,Purdue|Ohio St.|Arizona|McNeese
643,St. John's (NY),Houston|Vanderbilt|Iowa St.|St. John's (NY)
644,Florida,Georgia|Texas Tech|Iowa St.|Florida
645,Florida,South Fla.|UConn|Iowa St.|Florida
646,McNeese,Purdue|Gonzaga|Arizona|McNeese
647,Duke,Duke|Michigan|Arizona|Florida
648,Florida,Houston|Gonzaga|Tennessee|Florida
649,Michigan St.,Duke|Michigan|Michigan St.|NC State
650,Louisville,Duke|Iowa|Louisville|VCU
651,Duke,Duke|Iowa|Arizona|Florida
652,Illinois,Houston|Michigan|Tennessee|Illinois
653,Florida,Nebraska|Michigan|Utah St.|Florida
654,Iowa St.,Wisconsin|Michigan|Iowa St.|NC State
655,Illinois,Alabama|Clemson|Villanova|Illinois
656,Duke,Duke|Vanderbilt|Iowa St.|Arkansas
657,Illinois,Nebraska|UConn|Iowa St.|Illinois
658,South Fla.,South Fla.|Michigan|Iowa St.|Illinois
659,Houston,Houston|Missouri|Louisville|Florida
660,Purdue,Purdue|UConn|Arizona|Kentucky
661,Michigan,Nebraska|Michigan|Iowa St.|Florida
662,Michigan,Duke|Michigan|Iowa St.|Florida
663,Michigan,Purdue|Michigan|Louisville|Florida
664,Houston,Houston|Texas Tech|Arizona|Cincinnati
665,UConn,Nebraska|UConn|Iowa St.|McNeese
666,Arizona,Saint Louis|Ohio St.|Arizona|Illinois
667,Duke,Duke|Iowa|Iowa St.|Illinois
668,Iowa St.,South Fla.|Vanderbilt|Iowa St.|North Carolina
669,Cincinnati,Kansas|Vanderbilt|Iowa St.|Cincinnati
670,Texas Tech,South Fla.|Texas Tech|Louisville|St. John's (NY)
671,Houston,Houston|Gonzaga|Arizona|Florida
672,Florida,South Fla.|Gonzaga|Arizona|Florida
673,Iowa St.,Duke|Michigan|Iowa St.|Illinois
674,Florida,South Fla.|Michigan|Arizona|Florida
675,Iowa St.,Purdue|Iowa|Iowa St.|NC State
676,Duke,Duke|New Mexico|Iowa St.|Boise St.
677,Illinois,Houston|Michigan|Louisville|Illinois
678,Purdue,Purdue|Gonzaga|Iowa St.|McNeese
679,Purdue,Purdue|Texas Tech|Louisville|St. John's (NY)
680,Houston,Houston|Texas Tech|Iowa St.|NC State
681,Texas Tech,Purdue|Texas Tech|Arizona|Cincinnati
682,Gonzaga,SMU|Gonzaga|Arizona|Virginia
683,Florida,Houston|Saint Mary's (CA)|UCLA|Florida
684,Iowa,Alabama|Iowa|Iowa St.|Cincinnati
685,Illinois,Duke|Texas Tech|Iowa St.|Illinois
686,Florida,Houston|Michigan|Iowa St.|Florida
687,Purdue,Purdue|Michigan|Arizona|Santa Clara
688,Florida,Wisconsin|Michigan|Tennessee|Florida
689,Illinois,Duke|Michigan|Michigan St.|Illinois
690,Saint Mary's (CA),Duke|Saint Mary's (CA)|Arizona|Illinois
691,Florida,South Fla.|UConn|Iowa St.|Florida
692,Illinois,Houston|Saint Mary's (CA)|Arizona|Illinois
693,Illinois,Duke|Tulsa|Utah St.|Illinois
694,St. John's (NY),Nebraska|Michigan|Iowa St.|St. John's (NY)
695,Duke,Duke|Michigan|Tennessee|St. John's (NY)
696,Florida,SMU|Texas Tech|Iowa St.|Florida
697,Duke,Duke|UConn|Auburn|Santa Clara
698,Kansas,Kansas|Vanderbilt|UCLA|St. John's (NY)
699,Arizona,Alabama|Michigan|Arizona|Illinois
700,Illinois,Purdue|Gonzaga|Iowa St.|Illinois
701,Florida,Houston|Vanderbilt|Louisville|Florida
702,Michigan,Wisconsin|Michigan|Iowa St.|Illinois
703,Louisville,Houston|Vanderbilt|Louisville|Santa Clara
704,Florida,Houston|Saint Mary's (CA)|Iowa St.|Florida
705,Iowa St.,Georgia|Vanderbilt|Iowa St.|Florida
706,Florida,Duke|Michigan|Iowa St.|Florida
707,Arizona,Duke|Michigan|Arizona|Miami (FL)
708,Arizona,Duke|Gonzaga|Arizona|NC State
709,Saint Mary's (CA),Duke|Saint Mary's (CA)|Auburn|Illinois
710,Michigan St.,Duke|Michigan|Michigan St.|Florida
711,Michigan,Purdue|Michigan|Michigan St.|Santa Clara
712,Gonzaga,Indiana|Gonzaga|Iowa St.|Cincinnati
713,Purdue,Purdue|Michigan|Michigan St.|Illinois
714,Purdue,Purdue|Gonzaga|Iowa St.|Florida
715,South Fla.,South Fla.|Michigan|Iowa St.|NC State
716,NC State,Houston|Michigan|Arizona|NC State
717,UConn,Duke|UConn|Louisville|Florida
718,Florida,Georgia|Michigan|Tennessee|Florida
719,Illinois,Purdue|New Mexico|Arizona|Illinois
720,Illinois,Alabama|Michigan|Arizona|Illinois
721,Michigan,Saint Louis|Michigan|Tennessee|Virginia
722,Duke,Duke|Texas Tech|Arizona|Kentucky
723,Florida,Houston|Michigan|Arizona|Florida
724,Purdue,Purdue|Iowa|Iowa St.|Illinois
725,Michigan,South Fla.|Michigan|Arizona|North Carolina
726,Michigan,Duke|Michigan|Iowa St.|Illinois
727,Illinois,Purdue|Texas Tech|Michigan St.|Illinois
728,Duke,Duke|Michigan|Arizona|McNeese
729,Illinois,Alabama|Iowa|Iowa St.|Illinois
730,Iowa St.,Houston|Michigan|Iowa St.|Arkansas
731,Arizona,Duke|Michigan|Arizona|St. John's (NY)
732,Iowa St.,Kansas|UConn|Iowa St.|Miami (FL)
733,Florida,Houston|Vanderbilt|Iowa St.|Florida
734,South Fla.,South Fla.|Michigan|Louisville|McNeese
735,Houston,Houston|UConn|Iowa St.|Florida
736,Texas Tech,Alabama|Texas Tech|Iowa St.|Florida
737,Texas Tech,Purdue|Texas Tech|Iowa St.|St. John's (NY)
738,McNeese,Houston|UConn|Iowa St.|McNeese
739,Michigan,Duke|Michigan|Utah St.|Illinois
740,South Fla.,South Fla.|Michigan|Iowa St.|Illinois
741,Arizona,Houston|Vanderbilt|Arizona|Florida
742,Michigan St.,Duke|Vanderbilt|Michigan St.|Santa Clara
743,Florida,Kansas|UConn|Louisville|Florida
744,Duke,Duke|Ohio St.|Iowa St.|Florida
745,Houston,Houston|Gonzaga|Tennessee|Arkansas
746,St. John's (NY),Kansas|Michigan|Louisville|St. John's (NY)
747,Texas Tech,San Diego St.|Texas Tech|Iowa St.|Illinois
748,Illinois,Purdue|Texas Tech|Iowa St.|Illinois
749,Illinois,Houston|Texas Tech|Arizona|Illinois
750,Vanderbilt,San Diego St.|Vanderbilt|Iowa St.|Illinois
751,Purdue,Purdue|Iowa|Arizona|Illinois
752,Iowa St.,Alabama|Vanderbilt|Iowa St.|Illinois
753,Tennessee,Houston|Vanderbilt|Tennessee|Arkansas
754,Illinois,Duke|Michigan|Arizona|Illinois
755,South Fla.,South Fla.|Gonzaga|Arizona|Illinois
756,Arizona,Purdue|Texas Tech|Arizona|Miami (FL)
757,Tennessee,Alabama|Michigan|Tennessee|Florida
758,Duke,Duke|Vanderbilt|Arizona|McNeese
759,McNeese,Duke|Saint Mary's (CA)|Arizona|McNeese
760,Houston,Houston|Michigan|Arizona|Illinois
761,Michigan,Purdue|Michigan|Iowa St.|Illinois
762,Purdue,Purdue|Michigan|Iowa St.|Florida
763,McNeese,Duke|UConn|Iowa St.|McNeese
764,Michigan,Houston|Michigan|Arizona|St. John's (NY)
765,NC State,Houston|Texas Tech|Michigan St.|NC State
766,Iowa St.,Duke|Michigan|Iowa St.|Arkansas
767,Vanderbilt,Wisconsin|Vanderbilt|Arizona|Illinois
768,Florida,Duke|Iowa|Tennessee|Florida
769,Michigan,Duke|Michigan|Arizona|Florida
770,Duke,Duke|Texas Tech|Arizona|Florida
771,Michigan,Purdue|Michigan|Iowa St.|McNeese
772,Duke,Duke|Michigan|Arizona|Illinois
773,Iowa St.,Duke|Iowa|Iowa St.|St. John's (NY)
774,Michigan,Purdue|Michigan|Iowa St.|Virginia
775,Michigan,Alabama|Michigan|UCLA|Cincinnati
776,Louisville,South Fla.|Texas Tech|Louisville|McNeese
777,Houston,Houston|Texas Tech|Auburn|St. John's (NY)
778,South Fla.,South Fla.|Michigan|Tennessee|Florida
779,Iowa St.,Houston|Michigan|Iowa St.|Virginia
780,Illinois,South Fla.|Ohio St.|Louisville|Illinois
781,NC State,Wisconsin|Michigan|Iowa St.|NC State
782,Duke,Duke|Texas Tech|Arizona|Illinois
783,Iowa St.,Houston|Michigan|Iowa St.|Virginia
784,Michigan,Houston|Michigan|UCLA|Virginia
785,Illinois,Wisconsin|Texas Tech|Iowa St.|Illinois
786,Duke,Duke|UConn|Iowa St.|Illinois
787,Illinois,Houston|Michigan|Michigan St.|Illinois
788,Michigan,Purdue|Michigan|Louisville|Santa Clara
789,Vanderbilt,Purdue|Vanderbilt|Louisville|NC State
790,Duke,Duke|Gonzaga|Iowa St.|Florida
791,Arizona,Houston|Vanderbilt|Arizona|McNeese
792,Houston,Houston|Iowa|Michigan St.|Cincinnati
793,Purdue,Purdue|Michigan|Louisville|Virginia
794,Arizona,Alabama|Michigan|Arizona|Illinois
795,Illinois,Kansas|Vanderbilt|Iowa St.|Illinois
796,Duke,Duke|UConn|Iowa St.|Illinois
797,Florida,Alabama|Michigan|Iowa St.|Florida
798,Duke,Duke|Texas Tech|Iowa St.|Cincinnati
799,Michigan,Houston|Michigan|Tennessee|Florida
800,Purdue,Purdue|UConn|Louisville|Kentucky
801,Duke,Duke|Gonzaga|Iowa St.|Florida
802,Michigan,Houston|Michigan|Louisville|St. John's (NY)
803,Michigan,Houston|Michigan|Iowa St.|Arkansas
804,Auburn,Houston|Michigan|Auburn|Kentucky
805,Arizona,Indiana|Ohio St.|Arizona|Arkansas
806,Florida,Duke|Iowa|Iowa St.|Florida
807,Iowa,Kansas|Iowa|Iowa St.|Illinois
808,Florida,Duke|Michigan|Iowa St.|Florida
809,Michigan,Nebraska|Michigan|Auburn|NC State
810,Michigan,Houston|Michigan|Tennessee|Virginia
811,Duke,Duke|Texas Tech|Louisville|Illinois
812,Iowa St.,Houston|Iowa|Iowa St.|St. John's (NY)
813,Illinois,San Diego St.|Gonzaga|Utah St.|Illinois
814,Iowa St.,Duke|Ohio St.|Iowa St.|North Carolina
815,Illinois,Indiana|Michigan|Arizona|Illinois
816,Illinois,Kansas|Gonzaga|Utah St.|Illinois
817,Duke,Duke|Michigan|Iowa St.|Florida
818,Duke,Duke|Iowa|Tennessee|St. John's (NY)
819,Illinois,Alabama|Michigan|Arizona|Illinois
820,Florida,Kansas|Gonzaga|Arizona|Florida
821,Florida,Duke|Ohio St.|Iowa St.|Florida
822,Iowa St.,Houston|Michigan|Iowa St.|North Carolina
823,Houston,Houston|Michigan|Louisville|Virginia
824,Illinois,Houston|Michigan|Tennessee|Illinois
825,Michigan,Duke|Michigan|Iowa St.|Florida
826,Illinois,Houston|Texas Tech|Iowa St.|Illinois
827,NC State,Kansas|Saint Mary's (CA)|Arizona|NC State
828,Purdue,Purdue|Michigan|Iowa St.|Kentucky
829,Houston,Houston|UConn|Michigan St.|Cincinnati
830,Iowa St.,Duke|Michigan|Iowa St.|Illinois
831,Illinois,Nebraska|Michigan|Iowa St.|Illinois
832,NC State,Houston|Texas Tech|Tennessee|NC State
833,Texas Tech,San Diego St.|Texas Tech|Arizona|Illinois
834,Arizona,South Fla.|Vanderbilt|Arizona|Miami (OH)
835,Michigan,Houston|Michigan|Louisville|Florida
836,Houston,Houston|Texas Tech|Arizona|Illinois
837,Duke,Duke|UConn|Iowa St.|Illinois
838,South Fla.,South Fla.|Iowa|Iowa St.|Virginia
839,UConn,South Fla.|UConn|Iowa St.|Miami (FL)
840,Houston,Houston|Vanderbilt|UCLA|Illinois
841,Houston,Houston|Vanderbilt|Arizona|McNeese
842,St. John's (NY),Georgia|Vanderbilt|Michigan St.|St. John's (NY)
843,Houston,Houston|UConn|Louisville|Arkansas
844,Illinois,Houston|Vanderbilt|Texas A&M|Illinois
845,Iowa St.,Duke|Gonzaga|Iowa St.|Florida
846,Iowa St.,Duke|Iowa|Iowa St.|NC State
847,Illinois,Duke|Michigan|Louisville|Illinois
848,Michigan,South Fla.|Michigan|Iowa St.|Florida
849,Arizona,Purdue|Michigan|Arizona|Illinois
850,Illinois,Alabama|Vanderbilt|Michigan St.|Illinois
851,Iowa St.,Wisconsin|Michigan|Iowa St.|Arkansas
852,Florida,Houston|Michigan|Tennessee|Florida
853,Iowa St.,Duke|Vanderbilt|Iowa St.|Virginia
854,Ohio St.,Purdue|Ohio St.|Louisville|Cincinnati
855,Illinois,Houston|Gonzaga|Villanova|Illinois
856,Florida,Houston|Vanderbilt|Arizona|Florida
857,Illinois,Houston|Iowa|Arizona|Illinois
858,Utah St.,Alabama|Michigan|Utah St.|Arkansas
859,Duke,Duke|Ohio St.|Arizona|Florida
860,Duke,Duke|Michigan|Iowa St.|Cincinnati
861,Duke,Duke|Texas Tech|Iowa St.|Arkansas
862,Duke,Duke|Gonzaga|Iowa St.|Florida
863,UCLA,Duke|Gonzaga|UCLA|McNeese
864,Duke,Duke|Vanderbilt|Louisville|Kentucky
865,Florida,Nebraska|Ohio St.|Utah St.|Florida
866,Iowa St.,Duke|Texas Tech|Iowa St.|Illinois
867,Duke,Duke|Michigan|Michigan St.|Illinois
868,Iowa St.,Purdue|Missouri|Iowa St.|Florida
869,Duke,Duke|Texas Tech|Iowa St.|St. John's (NY)
870,Florida,Indiana|Vanderbilt|Tennessee|Florida
871,Tennessee,Duke|Iowa|Tennessee|McNeese
872,Arizona,South Fla.|Michigan|Arizona|North Carolina
873,Iowa St.,Purdue|Vanderbilt|Iowa St.|NC State
874,St. John's (NY),Duke|Michigan|Tennessee|St. John's (NY)
875,Florida,Saint Louis|UConn|Arizona|Florida
876,Duke,Duke|Michigan|Arizona|Florida
877,Florida,South Fla.|Ohio St.|Iowa St.|Florida
878,Iowa St.,Houston|Vanderbilt|Iowa St.|Virginia
879,Gonzaga,South Fla.|Gonzaga|Tennessee|NC State
880,Iowa St.,South Fla.|Texas Tech|Iowa St.|Santa Clara
881,Arizona,Purdue|Gonzaga|Arizona|Illinois
882,Florida,South Fla.|Vanderbilt|Iowa St.|Florida
883,Arizona,Duke|UConn|Arizona|Illinois
884,Arizona,Houston|Iowa|Arizona|North Carolina
885,Florida,Houston|Vanderbilt|Oklahoma|Florida
886,Saint Mary's (CA),Duke|Saint Mary's (CA)|Iowa St.|Florida
887,Illinois,Houston|Michigan|Iowa St.|Illinois
888,Houston,Houston|Texas Tech|Arizona|Virginia
889,Houston,Houston|Michigan|Michigan St.|Miami (FL)
890,Michigan,Duke|Michigan|Iowa St.|Illinois
891,Duke,Duke|UConn|Arizona|Virginia
892,Houston,Houston|Michigan|Louisville|Cincinnati
893,Tennessee,Duke|UConn|Tennessee|Kentucky
894,Saint Mary's (CA),Houston|Saint Mary's (CA)|Michigan St.|Illinois
895,Michigan,Alabama|Michigan|BYU|McNeese
896,Texas Tech,Purdue|Texas Tech|Arizona|Florida
897,Houston,Houston|Texas Tech|Michigan St.|North Carolina
898,Florida,Purdue|UConn|Arizona|Florida
899,Purdue,Purdue|Michigan|Iowa St.|Illinois
900,Illinois,South Fla.|UConn|Tennessee|Illinois
901,Illinois,Alabama|Texas|Tennessee|Illinois
902,Wisconsin,Wisconsin|UConn|Auburn|Illinois
903,Louisville,Duke|Texas Tech|Louisville|Florida
904,Florida,Purdue|Michigan|Michigan St.|Florida
905,Purdue,Purdue|Gonzaga|Louisville|Miami (OH)
906,Michigan,Houston|Michigan|Iowa St.|Florida
907,Houston,Houston|Ohio St.|Iowa St.|Illinois
908,South Fla.,South Fla.|Michigan|Arizona|Illinois
909,Tennessee,Duke|Saint Mary's (CA)|Tennessee|Cincinnati
910,Indiana,Indiana|Michigan|Texas A&M|Illinois
911,Michigan,Houston|Michigan|Iowa St.|Arkansas
912,McNeese,Alabama|Michigan|Iowa St.|McNeese
913,Arkansas,Duke|Iowa|Iowa St.|Arkansas
914,Houston,Houston|Iowa|BYU|Illinois
915,Illinois,Purdue|UConn|Michigan St.|Illinois
916,Florida,Houston|Iowa|Michigan St.|Florida
917,Purdue,Purdue|Michigan|Iowa St.|Illinois
918,Florida,Washington|Iowa|Arizona|Florida
919,Arizona,South Fla.|Saint Mary's (CA)|Arizona|NC State
920,Duke,Duke|UConn|Michigan St.|Miami (FL)
921,Michigan,Houston|Michigan|Iowa St.|Arkansas
922,Vanderbilt,Indiana|Vanderbilt|Arizona|McNeese
923,Illinois,Houston|Ohio St.|Iowa St.|Illinois
924,NC State,Purdue|Iowa|Iowa St.|NC State
925,Illinois,Alabama|Florida St.|Louisville|Illinois
926,Michigan,Wisconsin|Michigan|Tennessee|Illinois
927,Iowa St.,Purdue|Michigan|Iowa St.|Illinois
928,Florida,Wisconsin|Gonzaga|Michigan St.|Florida
929,Saint Mary's (CA),Houston|Saint Mary's (CA)|Virginia Tech|Illinois
930,Iowa St.,Houston|Vanderbilt|Iowa St.|Florida
931,Michigan,Kansas|Michigan|Iowa St.|Florida
932,Houston,Houston|UConn|Iowa St.|Illinois
933,Duke,Duke|Saint Mary's (CA)|Iowa St.|Arkansas
934,Houston,Houston|Vanderbilt|Iowa St.|Arkansas
935,St. John's (NY),Purdue|Gonzaga|Oklahoma|St. John's (NY)
936,Illinois,Houston|Michigan|Arizona|Illinois
937,South Fla.,South Fla.|Saint Mary's (CA)|Louisville|North Carolina
938,Illinois,Duke|Michigan|Iowa St.|Illinois
939,Iowa St.,Alabama|Michigan|Iowa St.|Cincinnati
940,Kansas,Kansas|UConn|Michigan St.|Kentucky
941,Iowa St.,Purdue|Vanderbilt|Iowa St.|Arkansas
942,Duke,Duke|UConn|Iowa St.|Florida
943,Nebraska,Nebraska|Vanderbilt|Louisville|Illinois
944,Iowa,Duke|Iowa|Iowa St.|St. John's (NY)
945,Duke,Duke|Texas|Arizona|Illinois
