team_a,team_b,elastic_net_platt,elastic_net_isotonic,elastic_net_beta,elastic_net_venn_abers,gp_platt,gp_isotonic,gp_beta,gp_venn_abers,lightgbm_platt,lightgbm_isotonic,lightgbm_beta,lightgbm_venn_abers,xgboost_platt,xgboost_isotonic,xgboost_beta,xgboost_venn_abers
Duke,Arkansas,0.7381098962988715,0.8571428571428571,0.8101630189104481,0.8571428571428571,0.7421608899194356,0.8181818181818182,0.8318064711062998,0.8181818181818182,0.728042584489957,0.8,0.8015416464171012,0.8,0.7390892173119733,0.8529411764705882,0.8215761865784094,0.8529411764705882
Duke,Alabama,0.7311661803729229,0.8571428571428571,0.801107650632436,0.8571428571428571,0.7377452266373085,0.8181818181818182,0.8252482955993514,0.8181818181818182,0.6666119461766644,0.6808510638297872,0.7096270301482167,0.6808510638297872,0.7196870045425428,0.8529411764705882,0.7927545368841471,0.8529411764705882
Duke,Texas Tech,0.7078425494133078,0.7727272727272727,0.7712992535854953,0.7727272727272727,0.7089007093427047,0.8181818181818182,0.7830597129780457,0.8181818181818182,0.6491152952859014,0.6808510638297872,0.6852514568566013,0.6808510638297872,0.6572127589587199,0.717948717948718,0.703770233427568,0.717948717948718
Duke,Tennessee,0.7123023730216405,0.7727272727272727,0.7769378776789941,0.7727272727272727,0.7044271350295763,0.8181818181818182,0.7766144157934363,0.8181818181818182,0.7606695324711136,0.9047619047619048,0.8556664565093687,0.9047619047619048,0.7717706713906806,0.8529411764705882,0.8714514629010117,0.8529411764705882
Duke,Kansas,0.7335341337120939,0.8571428571428571,0.8041848039520598,0.8571428571428571,0.7259111525422665,0.8181818181818182,0.807804418890078,0.8181818181818182,0.7188188204294241,0.7333333333333333,0.7869934334644818,0.7333333333333333,0.7646672015430592,0.8529411764705882,0.8604759806512181,0.8529411764705882
Duke,BYU,0.7841592030522274,0.8571428571428571,0.8737221026868046,0.8571428571428571,0.7871777507226099,0.8888888888888888,0.9001479639660473,0.8888888888888888,0.7451531616763052,0.9047619047619048,0.8293750838398759,0.9047619047619048,0.7712392307977529,0.8529411764705882,0.8706279626414024,0.8529411764705882
Duke,North Carolina,0.7698496712085086,0.8571428571428571,0.8531357701547351,0.8571428571428571,0.7692291558239396,0.8571428571428571,0.8725922927931481,0.8571428571428571,0.758356303516085,0.9047619047619048,0.8516788156149998,0.9047619047619048,0.8018178304266118,0.97,0.9184862749327857,0.97
Duke,Wisconsin,0.7400647351024601,0.8571428571428571,0.8127306149971869,0.8571428571428571,0.743005146268289,0.8181818181818182,0.8330634375649387,0.8181818181818182,0.7258850985560785,0.7477401849343924,0.7981114648623523,0.7477401849343924,0.7099816396104884,0.8491871311660096,0.7785591527629998,0.8491871311660096
Duke,Iowa,0.7663887295368226,0.8571428571428571,0.8482921603014312,0.8571428571428571,0.763121757957668,0.8571428571428571,0.863303874619888,0.8571428571428571,0.7363444780029856,0.8,0.814903003109669,0.8,0.8032616822368713,0.97,0.9207598488524045,0.97
Duke,Utah St.,0.7793218359700568,0.8571428571428571,0.8666519844017375,0.8571428571428571,0.7786973123467004,0.8571428571428571,0.887083598173605,0.8571428571428571,0.7570054633211739,0.9047619047619048,0.8493615075380022,0.9047619047619048,0.7910503572751585,0.97,0.9015483098061717,0.97
Duke,Kentucky,0.7784631798453148,0.8571428571428571,0.8654096124236558,0.8571428571428571,0.7787773613202158,0.8571428571428571,0.8872065625850565,0.8571428571428571,0.7777047821084918,0.9212782620577638,0.8858217861623687,0.9212782620577638,0.8106230010347204,0.97,0.932343195682264,0.97
Duke,Saint Louis,0.80023264084058,0.8571428571428571,0.8982566584999921,0.8571428571428571,0.7987559817118554,0.8888888888888888,0.9180838608354112,0.8888888888888888,0.7562196416975581,0.9047619047619048,0.8480172683680833,0.9047619047619048,0.8152126235524471,0.97,0.9395453780943801,0.97
Duke,Ohio St.,0.7560702592515236,0.8571428571428571,0.8341076506982956,0.8571428571428571,0.7572293320390097,0.8181818181818182,0.8543889389602553,0.8181818181818182,0.7567295574268031,0.9047619047619048,0.8488892208957582,0.9047619047619048,0.7579269597339561,0.8529411764705882,0.8501282239719464,0.8529411764705882
Duke,UCLA,0.7641741981710592,0.8571428571428571,0.8452168171765079,0.8571428571428571,0.7638221355601753,0.8571428571428571,0.8643665816038805,0.8571428571428571,0.7689704014024361,0.9047619047619048,0.8701828961990558,0.9047619047619048,0.7995320920440672,0.97,0.9148873078593112,0.97
Duke,Miami (FL),0.7856437497800233,0.8571428571428571,0.8759174620732759,0.8571428571428571,0.7848708651117099,0.8888888888888888,0.8965870047325774,0.8888888888888888,0.7620305644322785,0.9047619047619048,0.8580242338330586,0.9047619047619048,0.8022600043357985,0.97,0.9191825475733851,0.97
